,hotel_name,review_rating_score,pos_review_content,neg_review_content
815,Семеен хотел Марант,10,"Много любезен персонал, чиста и просторна стая, вкусна храна с ресторанта",
816,Семеен хотел Марант,10,"100 % препоръчваме това място. Персонала е изключително любезен и мил. Изключително добро впечатление ни направи камериерката, страхотна жена, толкова мила и усмихната, направо те зарежда. Голямо удобство е, че има ресторант и магазин точно под хотела. Плажа е много близо. Стаите са много просторни. Има голяма тераса. Закуската е добра.","Има климатик само в едната стая и свеж въздух трудно достига до другата, но не беше чак толкова топло, че да не може да се спи. Всичко друго ни хареса. Бихме препоръчали и със сигурност бихме се върнали."
817,Семеен хотел Марант,10,Разположен на 2 минути от плажа. Прекрасни стаи с всички удобства. Голям паркинг. Любезен и услужлив персонал. Вкусна храна. Препоръчвам.,
818,Семеен хотел Марант,10,"Всичко: хотела,стаята,храната,персонала,близостта до плажа",няма за какво да се хванеш
819,Семеен хотел Марант,10,"Много любезен персонал, чисто, много добра закуска",
820,Семеен хотел Марант,10,"Чудесно място за почивка с прекрасна храна. Безупречна чистота! 
Перфектна комуникация 
с любезните домакини!",
821,Семеен хотел Марант,10,"Втора година сме в хотела - никакво отстъпление в качеството на обслужване и чистотата. Всеки ден перфектно почистване, на 2 дни смяна на постелното бельо. Нямаме забележки.",
822,Семеен хотел Марант,10,"Хотелът е много чист, стаите са големи, а персоналът много любезен. Локацията е супер!","Като препоръка бих дала да се сложат по-дебели пердета или щори в стаите, които гледат към морето, защото сутрин става много светло много рано."
823,Семеен хотел Марант,10,"Закуската беше много добра - 5 добре приготвени опции по-избор, плодове за десерт.чисто е, стая за 3-ма е широка, с просторна тераса, гледка към гората.",Понякога има шум от кучешки лай.
824,Семеен хотел Марант,10,"Абсолютно всичко. Супер чистота, страхотен персонал и обслужване, вкусна храна добра локация. Препоръчвам го на всеки без притеснения",Липсват на отстъпка в ресторанта за клиенти на хотела
825,Семеен хотел Марант,10,"Персоналът е отзивчив, усмихнат и любезен. Стаята е просторна и чиста с всичко необходимо. Прави  се всичко необходимо за приятното пребиваване на гостите",
826,Семеен хотел Марант,10,"Голяма стая с балкон само за нас, с гледка към морето( не знам дали във всички стаи е така). Огромно легло. Голяма баня, стилно направена, в която всичко беше ок. Чистота 11 по десетобалната, чаршафи и кърпи се сменяха всеки ден. Голям паркинг, на който винаги има свободни места. Разнообразна и вкусна закуска, освен континенталната такава и пържените яйца с бекон или кренвирши, се предлагаха 6 вида плодове, баници, мекици, пържени филийки и други. Точно до хотела има добре зареден магазин. Плажа не е далеч. Благодаря на екипа, който поддържа хотела и направи почивката ни чудесна","Четох един коментар е ревютата назад, който оценява хотела с единица. Нищо общо. Хотела е хубав и при нас беше всичко на ниво.
Само трябва да се има предвид, че хотела няма асаньор"
827,Семеен хотел Марант,10,"Абсолютно всичко беше повече от прекрасно - любезен и услужлив персонал, хигиената - на ниво, храната - страхотна, използваните продукти определено бяха много добро качество (особено сравнено с другите all-in хотели), нямаше неадекватни правила от сорта на да не можеш да си вземаш храна от блок-масата за стаята или за навън изобщо. Местоположението е идеално за търсещи спокойствие в непосредствена близост до цивилизация. Осигурен безплатен и много голям паркинг за гости на хотела. Много добре зареден супермаркет, непосредствено до входната врата на хотела, с удобно работно време (до 02:00ч.). С удоволствие бихме отседнали там поне още няколко пъти!","Няма нещо, което да не ни хареса."
828,Семеен хотел Марант,10,"Стаите са ново обзаведени, чисто е. Чистота е на необходимото ниво, закуската също. Хотелът разполага с ресторант с добра кухня. Има голям, собствен паркинг, близо е до плажа на къмпинг Каваците.",Нямам забележки.
829,Семеен хотел Марант,10,Абсолютно всичко!!!,Няма такова
830,Семеен хотел Марант,10,"Локацията е супер, на 2 мин от плажа, а в под самият хотел има супермаркет. Персоналът е изключително любезен и мил. Стаите бяха чисти.","Няма асансьор,  леко шумно е, под терасата ти всички си хващат таксита, прибирайки се от клуба в близост до хотела. Липсата на плътни пердета в стаята ни създаде най-голям дискомфорт. За хора, които обичат да си поспиват повече е много неприятно."
831,Семеен хотел Бриз,8,"Останахме доволни. Хотелът е с чудесно местоположение, персоналът е много отзивчив, а стаята беше чиста и просторна.",
832,Семеен хотел Бриз,8,"Локацията на мястото е страхотна! Посрещнаха ни изключително дружелюбно и през целия ни престой се отнасяха към нас с внимание! Храната беше вкусна, стаите чисти и разполагат с всичко нужно за спокоен престой! Ще посетим отново!",
833,Семеен хотел Бриз,8,"Прекрасно място, доволни сме от престоя си.Чистотата е на високо ниво, всеки ден се почистваха стаите.Любезен и приветлив персонал.Закуската е вкусна и по избор от  меню.Хотела е на 2-3 минути от плаж Хармани.В близост на търговски обекти.Отново ще го посетим.Препоръчвам
.","Нямам забележки.
Всичко беше прекрасно."
834,Семеен хотел Бриз,8,"Локацията е перфектна. Персонала е много любезен и отзивчив. Помислили са за почти всичко, за да се чувстват гостите добре. Поне ние така го усетихме. Препоръчвам за почивка в Созопол.",
835,Семеен хотел Бриз,8,Приятно място! Хубава гледка.,Нищо.
836,Семеен хотел Бриз,8,"Стаята беше чиста, всеки ден чистеха стаите.Закуската е по избор приготвена на момента и много вкусна. Персоналът е усмихнат и вежлив.Бихме посетили отново.",
837,Семеен хотел Бриз,8,"Близост до плажа. До много търговски обекти. Много добро отношение на персонала. Чисто, приятно и уютно място на тиха улица,  подходящо за семейства с деца.",
838,Семеен хотел Бриз,8,"Абсолютно всичко беше чудесно. Преди 2 години случайно попаднахме на хотела, в последния момент, за 1 нощувка. Но тази година повторихме за дълъг уикенд и не останахме по никакъв начин разочаровани и препоръчваме горещо. Персоналът е изключително любезен, екип от професионалисти, които се вижда, че държат на гостите си. Стаята беше изключително светла, чиста, поддържана, с климатик, удобно легло и всичко необходимо, гледаща към задна тиха уличка, като ако си на по-горен етаж би се виждало морето. Закуската беше от предварително подготвено меню, и беше вкусна. Локацията е...топ. На 2 мин пеша от плаж Харманите, много магазинчета в района и близо до една от основните централни улици, около 10мин. пеша с нашето темпо до стария град. Догодина пак сме тук!",
839,Семеен хотел Бриз,8,Хотелът е поддържан чист и приятен. С хубаво местоположение. Персоналът е вежлив и много приятно ни изненадаха за нашия личен празник.,Има какво да се подобри в предлаганата закуска.
840,Семеен хотел Бриз,8,"Чистотата, любезността, удобствата, храната, обслужването.",
841,Семеен хотел Бриз,8,Апартаментът беше голям с огромна тераса и прекрасна гледка. Персоналът беше усмихнат и любезен.,
842,Семеен хотел Бриз,8,"Просторен светъл апартамент, с голяма тераса с изглед към морето. Добра закуска. Собственикът е много любезен домакин.",
843,Семеен хотел Бриз,8,"Хотел “Бриз” е чудесен семеен хотел с отлична локация. Намира се на 100 м от плаж Хармани. 
Домакините са изключително любезни. Откликват на всяка прищявка от страна на своите гости.
Закуската е вкусна и разнообразна.
Във фоайето има детски кът. Може да откриете и интересна книга.",Няма такова.
844,Семеен хотел Бриз,8,,Закуската можеше да бъде по-разнообразна и по-здравословна!
845,Семеен хотел Бриз,8,ВСИЧКО!!!,Нищо !!!
846,Семеен хотел Бриз,8,Собствениците и персоналът са изключително отдадени и винаги насреща. Чудесно отношение! Благодарим ви за всичко :),"Не бих оценила крайно негативно. Просто нещо, което трябва да се има предвид е, че стаите са малки. на снимкита изглеждаха по-просторни. Мястото оправдава очакванията, спрямо класа си :)"
847,Семеен хотел Бриз,8,"Хотелът е много чист, на удобно място и разполага със собствен паркинг, което беше чудесно за нас. Персоналът изключително любезен и храната беше на ниво! Има детски кът и е близо до плажа 🙂",
848,Семеен хотел Бриз,8,"Чисти стаи, приятна атмосфера, персоналът е отзивчив.",
849,Семеен хотел Бриз,8,"Страхотен хотел - чисто, уютно и много приятно местенце! Персоналът бяха изключително любезни, отзивчиви и усмихнати. Имаме само положителни впечатления от целия ни престой. Паркингът е голямо удобство.",
850,Семеен хотел Бриз,8,"Много ни хареса локацията. Хотелът беше изключително чист, стаята просторна, а храната вкусна.",
851,Семеен хотел Бриз,8,"Всичко, невероятен хотел с уникална управа и не толкова също уникална кухня и сървиз","Няма такова нещо, всички са превъзходни"
852,Семеен хотел Бриз,8,"Хотелът е добре поддържан с добра хигиена, храната е вкусна, персонала е много любезен. Страхотна локация и възможност за паркиране в близост",
853,Семеен хотел Бриз,8,Чист и приятен хотел. Чудесно отношение от персонала. Стаята беше просторна.,
854,Семеен хотел Бриз,8,"Стаята беше чиста и уютна, местоположение то на хотела е отлично - близо до стария град и до морето. Персоналът беше много любезен и отзивчив, а закуската вкусна. Препоръчвам!",
855,Вила Лист,9,Разположението на хотела.,"Няма неща, които да не ни харесаха."
856,Вила Лист,9,Закуска окей.,Всеки 3 дни се смени чаршафи за лято е ужас!
857,Вила Лист,9,Почти всичко.,Допълнителната цена за ползване на паркинг.
858,Вила Лист,9,Хотелът е на първа линия. Персоналът е дружелюбен.,Всеки ден има скандали в лобито заради неточности с резервациите. Шампоаните са с изтекъл срок на годност. Прозорец с гледка към морето беше намазан с мазилка. И много други...
859,Вила Лист,9,"Хубава локация, симпатично хотелче, богата закуска, хубава гледка","Климатичната инсталация в целия хотел работеше много слабо, превръщайки престоя ни в кошмар. Без гаранция за оправена климатизация, не ходете там."
860,Вила Лист,9,Локацията и чистотата.,Паркинга и ретро обзавеждането
861,Вила Лист,9,"Перфектна локация, всеки ден чистеха и сменяха кърпите, закуската беше прилична, басейна беше чист.Персонала е любезен, макар на моменти да са малко неориентирани.",Имахме малко проблеми с паркинга и не можехме да излезем над един час.
862,Вила Лист,9,"Любезен персонал, отлично местоположение, страхотна кухня.","Хотелът е лабиринт, трудно се стига до стаите, ако са в обновената част.
Твърди и високи възглавници.
Лоша организация - дълго настаняване, чакане при заминаването."
863,Вила Лист,9,"Обслужването, смяната на бельото, храната, чистият басеин и спокойствието.","Имаше доста влага в стаята и не работеше добре конввктора, вкарваше допълнително влага."
864,Вила Лист,9,Удобна локация и учтив персонал.,"Хотела има нужда от обновяване, обзавеждането е доста старо. Разположението на стаята не беше особено комфортно, тъй като излизайки на терасата всички гости минаваха пред нея, за да стигнат до ресторанта и това причиняваше лек дискомфорт. Когато пристигнахме ни казаха, че паркинга е на 300 метра, което въобще не е така, подземния паркинг се намира се до стадиона. Wi-fi е под всякаква критика, никакъв го нямаше."
865,Вила Лист,9,Локацията.,"Само единият асансьор работеше,и то от време на време!"
866,Вила Лист,9,"Местоположението на хотела е отлично - близо до плажа, близо до ресторанти. Гледката от хотела е прекрасна. Закуската също е отлична. Особено ни хареса, че имаше разнообразие от плодове. Стаята се чистеше всеки ден. С удоволствие бихме посетили хотела отново.",
867,Вила Лист,9,"Гледката от стаята  ,близостта до плажа,чисто и  уютно.",
868,Вила Лист,9,"Отлично почистване, благодаря на камериерката Наталия ; чистота в хотела, прекрасен изглед, близост до Стария град. Чудесен хотел. Много мил и отзивчив персонал. Благодаря много!",Имахме нужда от повече контакти за зареждане на телефоните ; закачалките бяха малко; места за куфарите нямаше.
869,Вила Лист,9,"През последните десет години посещавам за трети път този хотел. Чудесен е като разположение: на метри от центъра на града, от градския плаж, от стария Несебър, от парка. Много е чисто и с любезен персонал! Огромно благодаря на екипа, поддържащ на такова ниво прекрасния хотел!",
870,Вила Лист,9,"Разполажението, закуската, чистотата, персонала и удобсвото ни харесаха най-много.",
871,Вила Лист,9,Локация първа линия море и чиста стая с отлична камериерка.Чудесна закуска.Фитнес с отлична гледка.,Басейна вътре не се отоплява.Но компенсирах с фитнеса.
872,Вила Лист,9,"Хотела, локацията,любезния персонал, закуската.",Фотьойла за детето беше много неудобен.
873,Вила Лист,9,Закуската и местоположението - отлични,Достъпът до стаята - лабиринт...  Вероятно клиентите на Booking се настаняват в старата част на по-високите етажи...
874,Вила Лист,9,"закуската беше много добра може да се включат и някой вид супи",не мога да се сетя за нещо което да не ми е харесало
875,Вила Лист,9,Гледката от стаята е уникална,Липсата на парко място
876,Вила Лист,9,Гледката,Стаите без гледка.
877,Вила Лист,9,"Перфектна локация, отзивчив и любезен персонал, великолепна закуска! Една  препоръка:: във всеки от секторите да се сложи схема  с разпределението на секторите в хотела, за да може човек лесно да се ориентира при проблем с асансьора, ако от басейна  е влезнал в сектор D и иска да стигне до сектор А. :)",
878,Вила Лист,9,"Мястото, закуската апартамента бяха много добри. Може би имат идея от реновиране стаите, но все пак са добри. Персоналът е любезен.","Сложно беше да излезем на плажа, докато не работеше асансьора поради особената архитектура."
879,Хотел Сънрайз,10,Апартаментът е чист и просторен. Басейнът се поддържа изрядно. Осигурен е паркинг.,"Местоположението е доста отдалечено от плаж и места за хранене, но не бих отбелязала това като минус, защото направих резервацията с пълното съзнание къде се намира апартаментът."
880,Хотел Сънрайз,10,Всичко беше прекрасно.,Нямаме такива впечетления
881,Хотел Сънрайз,10,"Взех апартамент, беше чист, добър, с всичко нужно за престой на почивиа, но не знам защо липсваше климатици","Няма обхват почти никакъв, следователно и интернет, паркоместата са само за високи коли, моята е нормално висока и опираше при качване на паркинга. Няма климатици, което според мен за летен курорт не е много ок"
882,Хотел Сънрайз,10,"Чистота , локация , персонал - перфектни .!
Бих посетил отново !!!",
883,Хотел Сънрайз,10,"За трета поредна година прекарваме седмична лятна семейна почивка в този комплекс. И тази година, както и предишните сме изключително доволни от цялостния пакет и съотношението цена/качество.
Тази година бяхме настанени в частично реновиран апартамент с прекрасна гледка.
Чистотата беше на много добро ниво. 
Имахме малък проблем с един от уредите в началото на престоя ни, но от комплекса реагираха много бързо и неудобството беше веднага отстранено. 
Всички от екипа бяха, както и преди много учтиви и ефективни - рецепция, поддръжка и почистване. Със сигурност бих се върнал отново тук. Препоръчвам това място и този добър екип, който се грижи за гостите му!",
884,Хотел Сънрайз,10,"Тишината, гледката и честотата.","Няма кафе машина и има само един климатик,  за двете помещения."
885,Хотел Сънрайз,10,"Много приятно място с учтив персонал, отлична хигиена, добро местоположение и прекрасна гледка.
Добро съотношение цена/качество.","Запушен канал в банята, прекалено стар моп, прекалено стар диван, счупен сушилник за дрехи.
Би било добре паркоместата да са разграфени диагонално за по-лесно паркиране, поради пречеща ограда отпред."
886,Хотел Сънрайз,10,"Локациата, изгледа към морето, басейна, тишината и спокойствието. Любезни съседи. Стаята се почиства редовно.",Нямам забележки!
887,Хотел Сънрайз,10,Спокойствие и гледка,
888,Хотел Сънрайз,10,"Закуска нямаше, мястото е отдалечено и няма близък плаж.","Бойлерът в банята беше оставен изключен и след пристигането ни, чакахме повече от час за да има топла вода. След това топлата вода едвам църцореше и беше трудно да ползваме банята."
889,Семеен хотел Море,10,"Любезното и топло сърдечно посрещане
Тишината и спокойствието в хотела 
Локацията на хотела 
Уюта и обстановката на хотела",
890,Семеен хотел Море,10,Прекрасен хотел. Чисто и поддържано. Страхотни и много мили собственици!,"Леглата бяха малко неудобни, но като изключим това всичко беше прекрасно!"
891,Семеен хотел Море,10,Невероятна чистота. Персонала е невероятно коректен и любезен. Грижи се за комфорта на гостите.,
892,Семеен хотел Море,10,Всичко,Няма
893,Семеен хотел Море,10,"Много красиво място, уютно, удобно с изключително любезни и мили домакини. Разположението му е прекрасно, тъй като е близо както Стария град, така и Новия. Стаята е просторна , нашата беше с гледка към морето - приказно! Банята, кърпите и бельото бяха изключително чисти. С удоволствие бихме се върнали отново там. Благодарим Ви!",
894,Семеен хотел Море,10,"Много топло посрещане. Мястото е скрито бижу в сърцето на Созопол. Съжалявам, че бяхме само за една нощувка там!",Цената ми се стори леко висока.
895,Семеен хотел Море,10,"Локацията, домакинът беше изключително услужлив и отзивчив. Чисто и приятно място.",Нямам негативен коментар.
896,Семеен хотел Море,10,"Чисто място, любезни собственици, готови да помогнат с информация.","Банята в нашата стая беше изключително малка.На прозорците няма комарници, което е задължително за летните месеци. Липсва нормален простор , на който да може на изсушиш пране или кърпи.Макар хотелът да е в тихата част на града, цяла нощ се чува шум от включване на генератор."
897,Семеен хотел Море,10,"Местоположението е добро - много близо до плажа и Стария град. Закуската беше отлична - топла и обилна, имаше също чай и кафе. Персоналът е много любезен.","Малко неудобство създава това, че хотелът няма асансьор - за горните етажи трябва да се изкачваш по стълби. Но собственикът ми помогна с багажа при качването и слизането, за което съм благодарен. :)"
898,Семеен хотел Море,10,Чудесно разположение. Много чисто. Изключителна гледка към морето. Тишина и спокойствие. Прекрасни домакини. Благодаря!,
899,Семеен хотел Море,10,не сме закусвали,"няма нещо, което да не сме харесали"
900,Семеен хотел Море,10,Чудесно местоположение. Много отзивчив и любезен домакин. Перфектна чистота. Самостоятелност и комфорт.,Може би да имаше климатик и на долния етаж?
901,Семеен хотел Море,10,"Собствениците бяха изключително любезни. Мъжът ни помогна с багаж, паркиране и настаняване, препоръча ни приятни ресторанти за посещение, които наистина ни впечатлиха, и беше на разположение за всичко. Стаите бяха много чисти и целият хотел ухаеше приятно. Като цяло сме много доволни и определено бихме го препоръчали. Много рядко срещаме толкова приветлив персонал и такова отношение наистина се откроява и ти оставя приятен спомен от целия престой.",
902,Семеен хотел Море,10,"Много добро местоположение - близо и до Стария, и до Новия град. Чисти хубави стаи. Изключително отнощение от персонала, собственика е винаги на разположение, услужлив е и се държи добре с гостите. Най - големия плюс на хотела е че има тишината от която всеки има нужда.",
903,Семеен хотел Море,10,"Стаята, хазяите, плажа, разположението на хотела (близо до центъра)",-
904,Семеен хотел Море,10,Отношението към клиентите и към работата въобще.,Нямам забележки.
905,Семеен хотел Море,10,"местоположението предполага разходка до плажа, което е добре - повече движение","Домакините са много мили хора, всичко ни хареса."
906,Семеен хотел Море,10,"Слънчеви, гостоприемни и много отзивчиви собственици. Тихо, много чисто, зелено място.",
907,Семеен хотел Море,10,-,"Няма нещо, което да не ние е харесало!"
908,Семеен хотел Море,10,Отношението на собствениците и хигиената на хотела са на отлично ниво! Вече втори път отсядаме там.,
909,Семеен хотел Море,10,"Всичко беше страхотно - от стаите до персонала. Стаите бяха доста чисти и с всички необходими удобства. Персонала откликна на всичките ни молби мигновенно и бяха доста отзивчиви и учтиви. Гарантираха престоя да ни е максимално задоволителен. Мястото е спокойно и в близост има доста магазини, центъра и плажовете са на около 5-10 мин. пеша, което е голям плюс.",
910,Семеен хотел Море,10,"Хотелът е на хубава локация близко до Стария град, чист и уютен, домакинът беше много дружелюбен и отзивчив!",
911,Семеен хотел Море,10,"Много красив хотел, направен и декориран с вкус. Домакинът беше така любезен да ни настани в чудесна стая с гледка към морето. Всичко е направено предимно от естествено дърво и мрамор, леглото е достатъчно голямо, матракът и възглавниците много удобни. Има много зеленина, свежо е и приятно. Чистотата е на ниво, домакините са изключително любезни.  Разположението е чудесно, всичко е наблизо - двата плажа Централен и Харманите, старият град, магазинчета, баничарници, заведения..  Много сме доволни, препоръчваме го и бихме се върнали с удоволствие отново.",Нямаме забележки.
912,Семеен хотел Море,10,Отношението на персонала и начина на обслужване!,Нямам забележки 😉
913,Хотел Парнас,5,"Локацията.
Спалното бельо и кърпите бяха чисти.","Захабено в стаите.
Банята беше мръсна, с много наслагвания по фуги и ръбове."
914,Хотел Парнас,5,,"Резервирах по телефона паркомясто пред хотела, но не го получих.  По време на поройните валежи от 04.09.2023 г. ресторанта на хотела предлагаше само закуска. Попитах ги ще можем ли да обядваме в ресторанта, естествено срещу заплащане - любезно ни отказаха."
915,Хотел Парнас,5,Липсва разнообразие на закуска-кисело мляко и плодове иначе местоположението е прекрасно❣️,Всичко останало е чудесно❣️
916,Хотел Парнас,5,Местоположението беше добро,Стаите са с доста старо обзавеждане. Определено съотношението цена-качество не е задоволително
917,Хотел Парнас,5,"Хубава гледка,еднообразна закуска.И защо гостите на хотела трябва да заплащат паркомясто?",Нужно е обновяване на хотела
918,Хотел Парнас,5,Градът.,"Закуската в хотела беше много лоша. Абсолютно не ни хареса. И този принцип ""клиентите на хотела не могат да закусят на терасата на ресторанта"" беше крайно обиден. Чакаха външни клиенти, но те така и не дойдоха."
919,Хотел Парнас,5,"Местположението, геада като цяло.",Има какви да се желае.
920,Хотел Парнас,5,"Разположението на хотела,гледката е уникална.
Изключително любезен персонал.Благодарим!","Закуската беше еднообразна,почти.В стаята липсваше кана за топла вода"
921,Хотел Парнас,5,"Уникална гледка, любезен персонал, чисти бани",Има нужда от освежаване
922,Хотел Парнас,5,Персоналът беше изключително любезен и приветлив. Стаята (две стаи с две двойни легла) бяха големи и просторни. Банята беше чиста.,Закуската беше оскъдна и нямаше много избор.
923,Хотел Парнас,5,Местоположението е супер закуската е хубава,Че паркоместата бяха едно в друго и чакахме 20 мин човек да дойде да си прести колата за да мога аз да вляза в автомобила си.
924,Хотел Парнас,5,Гледката,Доста шумно
925,Хотел Парнас,5,Местоположението. И гледката,Шума от заведенията
926,Хотел Парнас,5,"Беше тихо, чисто и близо до плажа.",Нямаше къде да се паркира.
927,Хотел Парнас,5,"Панорамата от Балкона е прекрасна! Персонала се държеше на ниво, усмихнати, дружелюбни!","Пердето в банята беше мръсно (пожълтяло) Не много добра хигиена... Нямаше интернет в стаята или много слаб на моменти. Закуската беше еднообразна(очаквахме по-разнообразна) липсваха плодове, десерти"
928,Хотел Парнас,5,"Това място има едно предимство-локацията.
Любезен персонал, оставен в безизходица от недоволстващи клиенти.
Спазват се Ковид мерки в ресторанта,което почти никъде в Созопол ве видях.","Плащане само кеш
Няма ежедневно почистване на стаите
Не избирайте стаи към улицата освен ако не мислите да се прибирате в ранните сутрешни часове-бродят шумни пиянски компании през цялата нощ."
929,Хотел Парнас,5,Otlichno,Chistotata edinstvenni ne mi jaresa treti den i nikoi ne vliza da chisti
930,Хотел Парнас,5,"Папагалчето на хотела е много атрактивно.
Гледката е уникална, локацията също е топ.","Отношението от страна на персонала не покриваше очакванията. Очаквахме повече любезност, професионализъм и отношение. Включената в цената закуска също беше минимално задоволителна. За тази прекрасна локация ако се поправят тези неща, ще бъде прекрасно 🙃."
931,Хотел Парнас,5,Гледката,Малкото паркоместа за летуващите към комплекса.
932,Хотел Парнас,5,Локацията,"Стаята, в която ни настаниха, беше на партера и се намираше до стаята на персонала. През цялото време бяхме със спуснати завеси, тъй като всеки, който влиза и излиза от хотела, можеше да види какво се случва в стаята. Беше ненужно голяма и празна, а мебелите - в ужасно състояние. Да не говорим за ръждясалия климатик. Банята беше мръсна, а леглото се състоеше от две отделни легла, събрани в едно. Чаршафите бяха прекалено къси, като в даден момент трябваше да спим директно върху матрака. Сутрин, около 10:00ч., персоналът хапваше своята закуска пред нашата стая. Въобще не закусвахме, тъй като още първата сутрин никой не дойде, за да ни пита какво искаме, и в край на сметка се отказахме. Решихме да си платим за кафе еспресо, което също беше ужасно, въпреки че струва 2,50лв."
933,Хотел Парнас,5,The view,"Първоначално когато запазихме стаята пишеше, че има включена закуска и мислехме че е на блок маса, но се оказа, че не е така. В което няма нищо лошо. Проблема беше че ти предоставят 3 варианта и трите не бяха особено апетитни."
